#t,tx,ty,tz,qx,qy,qz,qw
0.189999872,0.000110999999999528,0.000257999999999869,0.000107999999999997,-0.088966044073211,-0.791783392244443,-0.0237220117517334,0.603822299129716
0.194999808,0.000114999999999199,0.000283999999999951,0.000103999999999993,-0.0889400338211886,-0.79179430109528,-0.0237880090458559,0.603809229610277
0.199999744,0.000117999999999618,0.000318999999999958,0.000101999999999935,-0.0889289912744657,-0.791804922309689,-0.0238889976560594,0.603792940757047
0.204999936,0.000118999999999758,0.000360999999999834,0.000101999999999935,-0.0889379865718768,-0.791818880448819,-0.0239999963764087,0.603768908841166
0.209999872,0.000119999999999898,0.000403999999999849,0.000107999999999997,-0.0889540161677055,-0.791825143917005,-0.0241060043813512,0.603754109734432
0.214999808,0.000119999999999898,0.000436999999999799,0.000119999999999898,-0.0889450166771031,-0.791821148465687,-0.0242200045412271,0.603756113203678
0.22,0.000115999999999339,0.000446999999999864,0.000137999999999971,-0.0888950424266359,-0.791808377903703,-0.0242930115942433,0.603777288162742
0.224999936,0.000106999999999857,0.00042999999999993,0.000154999999999905,-0.0888300355143886,-0.791782316555821,-0.0242380096903947,0.603823241409486
0.229999872,9.49999999999562e-05,0.00038999999999989,0.000167999999999946,-0.0887599803863986,-0.7917588250423,-0.0240749946800648,0.603870866560556
0.234999808,8.49999999994466e-05,0.000344999999999818,0.000173999999999896,-0.088708008922252,-0.791752079634428,-0.0239060024044659,0.603894060739667
0.24,8.09999999997757e-05,0.000312999999999786,0.000172999999999979,-0.0887240193254686,-0.791761172457874,-0.0237960051831393,0.603884131535338
0.244999936,8.49999999994466e-05,0.000299999999999967,0.000170999999999921,-0.0888299936363083,-0.791775943277965,-0.0237509982985024,0.603850956740723
0.249999872,0.000140999999999281,0.000252999999999837,0.000136999999999943,-0.0889529919007418,-0.791776927907923,-0.023791997833715,0.603829945020682
0.254999808,0.000155999999999601,0.000251999999999919,0.000136999999999943,-0.0890980398046918,-0.791778353728246,-0.0238280106452019,0.60380526975097
0.26,0.000164999999999971,0.000240999999999936,0.000139,-0.0891909724132811,-0.791781755102337,-0.0238349926278499,0.60378681324907
0.26499968,0.000166999999999362,0.000217999999999829,0.000144999999999951,-0.0892090186829576,-0.79177216582007,-0.0237740049789665,0.60379912645306
0.269999872,0.000161999999999551,0.000186999999999937,0.000153999999999987,-0.0891620269839554,-0.791744239613117,-0.0236850071680198,0.603846182747734
0.274999808,0.000154999999999461,0.000163999999999831,0.000162999999999913,-0.0890810091613141,-0.791748081425356,-0.0236350024306829,0.603855062101967
0.28,0.00014999999999965,0.00015199999999993,0.000170999999999921,-0.0889909849373426,-0.791741865989387,-0.0236499959969902,0.603875897787672
0.28499968,0.000145999999999979,0.000149999999999872,0.0001779999999999,-0.0889119427495298,-0.791744490195095,-0.023687984747288,0.603882611159508
0.289999872,0.000146999999999231,0.000159999999999938,0.000183999999999962,-0.0888569940594213,-0.791737947067966,-0.0237469984123826,0.603896959626168
0.294999808,0.000148999999999511,0.000180999999999987,0.000189999999999912,-0.0888330252883676,-0.791728225383681,-0.023850006789454,0.60390917191666
0.3,0.000162999999999691,0.000192999999999888,0.000182999999999933,-0.0888299509418521,-0.791740562745164,-0.0239959867477282,0.603887666490749
0.30499968,0.000162999999999691,0.000209999999999821,0.000175999999999954,-0.0888730041843634,-0.791757037277902,-0.0240890011341705,0.603856028431052
0.309999872,0.000160999999999412,0.000216999999999912,0.000165999999999999,-0.0889069683045381,-0.791776717730463,-0.0240999914083184,0.603824784735597
0.314999808,0.000155999999999601,0.000210999999999961,0.000161999999999995,-0.0888850445533729,-0.791766396870631,-0.0240810120705381,0.603842302674219
0.319999744,0.000147999999999371,0.000194999999999945,0.000160999999999967,-0.0888169749161805,-0.791767776387789,-0.0240729932012704,0.603850829459567
0.32499968,0.00013499999999933,0.000168999999999864,0.000158999999999909,-0.0887349854144099,-0.791783869852516,-0.0240699960435551,0.603841900745005
0.329999872,0.00012099999999915,0.000141999999999864,0.000152999999999959,-0.0886980256672609,-0.791780229123812,-0.0240180069502837,0.603854174742138
0.335000064,0.000107999999999997,0.000120999999999816,0.000144999999999951,-0.0887480334430607,-0.791776298366306,-0.0239110090104231,0.603856227552091
0.339999744,9.89999999996272e-05,0.000110999999999972,0.000139,-0.0888399876771838,-0.79176989017519,-0.0238399966932017,0.603853916240637
0.344999936,9.09999999993971e-05,0.0001049999999998,0.000135999999999914,-0.0889139981509446,-0.791765983534435,-0.0238439995041403,0.603847987442378
0.349999872,9.39999999998165e-05,8.09999999999977e-05,0.000126999999999988,-0.0889590259925413,-0.791758231340308,-0.0238780069768085,0.603850176436292
0.355000064,8.59999999995864e-05,6.69999999998172e-05,0.000121999999999955,-0.0890269588964848,-0.791756634448025,-0.0238409889926774,0.603843721206928
0.359999744,7.89999999994961e-05,4.89999999999657e-05,0.000121999999999955,-0.089074994355006,-0.791740949824607,-0.0237709984935486,0.603859961731282
0.364999936,7.09999999992661e-05,2.7999999999917e-05,0.000125999999999959,-0.089071977662532,-0.791713801454038,-0.0237239940504975,0.603897848554517
0.369999872,6.19999999997844e-05,9.99999999984347e-06,0.000130999999999992,-0.0890339889012016,-0.791719901305787,-0.02371199704411,0.603895924719547
0.374999808,5.5999999999834e-05,-2.00000000005751e-06,0.000132999999999939,-0.0889889918721465,-0.791716927688142,-0.0237249978330658,0.603905944841951
0.379999744,5.19999999992748e-05,-5.00000000003276e-06,0.000127999999999906,-0.0889659884719661,-0.791723897410007,-0.0237319969248555,0.603899921747861
0.384999936,5.29999999994146e-05,0,0.000123999999999902,-0.0889539978091965,-0.791736980500706,-0.0237459994151716,0.603883985127243
0.389999872,5.39999999995544e-05,1.09999999999832e-05,0.000121999999999955,-0.0889340354513814,-0.791751315612327,-0.0237940094849008,0.60386624071653
0.394999808,5.99999999995049e-05,1.09999999999832e-05,0.000116999999999923,-0.0888860365767005,-0.791767325813113,-0.0238970098336455,0.603848248484209
0.399999744,5.89999999993651e-05,2.19999999999665e-05,0.000112999999999919,-0.088863033497638,-0.791777298466843,-0.0239810090398352,0.603835227620563
0.404999936,5.69999999999737e-05,3.29999999999497e-05,0.000112000000000001,-0.0888609749464513,-0.791790776761748,-0.0240319932243966,0.603815829759585
0.409999872,4.99999999998835e-05,3.9999999999818e-05,0.000113999999999947,-0.0888449877115842,-0.791785890485726,-0.0240739966702537,0.603822916483447
0.414999808,3.39999999994234e-05,4.29999999997932e-05,0.000113999999999947,-0.0888170290505449,-0.791787258980194,-0.024100007882704,0.603824197500662
0.419999744,1.1999999999901e-05,3.9999999999818e-05,0.000110999999999972,-0.0887889845589309,-0.791792862301295,-0.0241019958084825,0.603820894991027
0.424999936,-1.20000000007892e-05,3.199999999981e-05,0.000112000000000001,-0.088773047691424,-0.791787425370885,-0.0240780129353983,0.603831324395484
0.429999872,-3.50000000004513e-05,2.29999999998842e-05,0.000116999999999923,-0.0887670290900699,-0.791766259471743,-0.0240470078805066,0.603861197892895
0.434999808,-5.69999999999737e-05,1.5999999999794e-05,0.00011899999999998,-0.0887859550284601,-0.791758598961307,-0.024015987835509,0.603869694130114
0.439999744,-7.80000000002445e-05,1.09999999999832e-05,0.000113999999999947,-0.0888370113303619,-0.791768100982902,-0.0239820030586889,0.603851077015775
0.444999936,-9.80000000003756e-05,6.99999999986822e-06,0.000108999999999915,-0.0888950063246576,-0.79176005633175,-0.0239580017045521,0.603854042962707
0.449999616,-0.000107999999999997,-2.4000000000024e-05,0.000100999999999907,-0.0889259756005386,-0.791754782758748,-0.023946993429437,0.603856834314087
0.454999808,-0.000123000000000317,-3.80000000002045e-05,9.89999999999602e-05,-0.0889650138651096,-0.791764123395656,-0.0238900037232335,0.603841094108038
0.46,-0.000137000000000498,-5.2000000000163e-05,9.79999999999315e-05,-0.0889879840080154,-0.791752857714503,-0.0238289957177034,0.603854891481549
0.464999936,-0.000151000000000678,-6.30000000001463e-05,9.79999999999315e-05,-0.0889910358703804,-0.791756319140014,-0.0237950095912586,0.603851243399502
0.469999872,-0.00016200000000044,-7.00000000000145e-05,9.69999999999027e-05,-0.0889899723005851,-0.79175575355458,-0.0237779925987562,0.603852812042086
0.474999808,-0.000172000000000061,-7.50000000000473e-05,9.5999999999985e-05,-0.0889859863912408,-0.791756878915442,-0.0237529963674191,0.603852907651876
0.48,-0.000182000000000571,-7.70000000001048e-05,9.69999999999027e-05,-0.0889749879838396,-0.791769893070691,-0.0237159967971312,0.603838918450956
0.484999936,-0.000192000000000192,-7.40000000001295e-05,0.000100999999999907,-0.0889510255422905,-0.791757227353121,-0.0237130068091907,0.603859173398187
0.489999872,-0.000203000000000841,-6.10000000000888e-05,0.000102999999999964,-0.0889319987358316,-0.791764988745061,-0.0237589996622659,0.603849991416273
0.494999808,-0.000214000000000603,-4.10000000001798e-05,0.000103999999999993,-0.0889349878734042,-0.791778892038184,-0.0238199967520604,0.603828917665819
0.5,-0.000224000000000224,-4.20000000000975e-05,9.89999999999602e-05,-0.0889280130624143,-0.791789116303932,-0.0238820035079679,0.603814088692749
0.50499968,-0.000238000000000405,-3.00000000001965e-05,0.000100999999999907,-0.0889040278322104,-0.791785247875537,-0.0239200074883748,0.603821189031687
0.509999872,-0.000252000000000585,-2.20000000001885e-05,0.000105999999999939,-0.0888670358657653,-0.791778319553085,-0.0239320096586979,0.603835243701312
0.514999808,-0.000262000000000207,-1.30000000000408e-05,0.000110999999999972,-0.0888329664743561,-0.791788701178209,-0.0239539909597416,0.603825772115593
0.52,-0.000269000000000297,-7.00000000009027e-06,0.000113999999999947,-0.0888059770811337,-0.791771795661145,-0.0240059938045817,0.60384984415966
0.52499968,-0.000277000000000527,-5.00000000003276e-06,0.000112000000000001,-0.0888140190786299,-0.79176317008302,-0.0240020051560032,0.60386012971853
0.529999872,-0.000282000000000338,-7.00000000009027e-06,0.000107999999999997,-0.0888410186229451,-0.791752165967898,-0.0239380050179092,0.603873126584502
0.534999808,-0.000287000000000148,-1.10000000002053e-05,0.000103999999999993,-0.088860966294731,-0.791754699684728,-0.0238899909384447,0.603868770950505
0.54,-0.000292000000000847,-1.70000000001558e-05,9.5999999999985e-05,-0.0888619606875213,-0.791772649720253,-0.0238989894271013,0.603844732859452
0.54499968,-0.000299000000000049,-2.4000000000024e-05,8.69999999999482e-05,-0.0888669852397281,-0.791780868489959,-0.0239069960291916,0.603832899706987
0.549999872,-0.000303000000000608,-5.90000000000312e-05,7.1999999999961e-05,-0.0888819978600326,-0.791787980936517,-0.0238659994253902,0.603822985462056
0.554999808,-0.000306000000000139,-7.50000000000473e-05,6.19999999998955e-05,-0.0889370228143948,-0.791785203111142,-0.0237740060985799,0.60382215489429
0.559999744,-0.000305,-9.00000000001455e-05,5.69999999999737e-05,-0.0889840465822264,-0.791772414484654,-0.0237150124145633,0.603834316101007
0.56499968,-0.000305,-0.000103000000000186,5.49999999999162e-05,-0.0890009999274642,-0.791775999354703,-0.0237179999806699,0.603826999507881
0.569999872,-0.000306000000000139,-0.00011300000000003,4.99999999999945e-05,-0.0890099550863449,-0.791776600476358,-0.023722988029585,0.603824695315268
0.574999808,-0.000309000000000559,-0.000121000000000038,4.09999999999577e-05,-0.0890320348347694,-0.791777309791642,-0.0236790092646746,0.603822236252139
0.579999744,-0.000308000000000419,-0.000125000000000153,3.5999999999925e-05,-0.0890569830026747,-0.791768848883804,-0.0236219954915299,0.603831884753262
0.584999936,-0.000305,-0.000124000000000013,3.79999999999825e-05,-0.0890560263217593,-0.791758234015265,-0.0236160069800425,0.603846178475218
0.589999872,-0.000302000000000469,-0.000118000000000062,4.09999999999577e-05,-0.0890259914186962,-0.79175892368157,-0.0236609977192929,0.603847941794496
0.595000064,-0.000303000000000608,-0.000129000000000046,3.79999999999825e-05,-0.0889810198492208,-0.791750176617711,-0.0237350052946277,0.603863134705274
0.599999744,-0.000304000000000748,-0.000123000000000095,3.1999999999921e-05,-0.0889620073521319,-0.791762065433991,-0.023768001964271,0.603849049904201
0.604999936,-0.000303000000000608,-0.000115000000000087,2.3999999999913e-05,-0.0889620510120558,-0.791773454013718,-0.0237620136254633,0.603834346246865
0.609999872,-0.000299000000000049,-0.000105000000000022,2.49999999999417e-05,-0.0889470018989296,-0.791763016903349,-0.0237680005074231,0.603850012891594
0.614999808,-0.000293000000000099,-9.50000000001783e-05,3.49999999998962e-05,-0.0889030339554533,-0.791745302397675,-0.0238310091019697,0.603877230643706
0.619999744,-0.000287000000000148,-8.4000000000195e-05,4.3999999999933e-05,-0.0888649913555253,-0.791755922980759,-0.0239059976745084,0.603865941258037
0.624999936,-0.000283000000000477,-7.6000000000187e-05,4.3999999999933e-05,-0.0888590496449431,-0.791764442353375,-0.0239390133745632,0.603854337369286
0.629999872,-0.000279000000000806,-7.10000000001543e-05,3.9999999999929e-05,-0.0888819634610768,-0.79178067450299,-0.0239119901699025,0.603830751768248
0.634999808,-0.000272999999999968,-7.2000000000072e-05,4.19999999999865e-05,-0.0888960113978026,-0.791773101517195,-0.0238750030611336,0.603840077421361
0.639999744,-0.000264000000000486,-7.6000000000187e-05,4.99999999999945e-05,-0.0888719915552948,-0.791756924766469,-0.023871997731659,0.603864942620152
0.644999936,-0.000256000000000256,-7.90000000001623e-05,5.09999999999122e-05,-0.0888479802145344,-0.791775823680253,-0.0238929946792937,0.603842865530851
0.649999872,-0.000255000000000116,-0.000110000000000054,4.09999999999577e-05,-0.0888550259326985,-0.791785231085721,-0.0239010069756054,0.603829176229986
0.654999808,-0.000253000000000725,-0.000115000000000087,3.10000000000032e-05,-0.0889160136558558,-0.791802121606167,-0.0238240036589265,0.603801092732685
0.659999744,-0.000249000000000166,-0.00012000000000012,2.59999999999705e-05,-0.0889719824034346,-0.791787843402987,-0.0237399953047873,0.603814880579618
0.664999936,-0.000243000000000215,-0.000123000000000095,2.69999999999992e-05,-0.0889950448580528,-0.79177239909377,-0.0237000119460178,0.603833304362858
0.669999872,-0.000234999999999985,-0.000125000000000153,3.10000000000032e-05,-0.0889799685195156,-0.791770719877112,-0.0237239916066192,0.603836786366809
0.674999808,-0.000228000000000783,-0.000123000000000095,3.10000000000032e-05,-0.0889720050107253,-0.791776044591244,-0.0237480013374401,0.603830034006501
0.679999744,-0.000222000000000833,-0.000119000000000202,2.49999999999417e-05,-0.0890060040167964,-0.79179603573336,-0.0237170010703363,0.603800027249194
0.684999936,-0.000213000000000463,-0.000111000000000194,1.89999999999912e-05,-0.0890370369125372,-0.79179832825986,-0.0236710098134109,0.603794250318053
0.689999872,-0.000202000000000702,-0.000101000000000129,1.79999999999625e-05,-0.0890279791377198,-0.79179381445581,-0.0236619944551907,0.603801858508712
0.694999808,-0.000188000000000521,-8.8000000000088e-05,2.09999999999377e-05,-0.0889739765275558,-0.79178279111783,-0.0237239937413147,0.603821840704272
0.699999744,-0.00017500000000048,-7.40000000001295e-05,2.29999999999952e-05,-0.0889160387104063,-0.791789344712692,-0.0237880103563268,0.603819262878208
0.704999936,-0.00016700000000025,-5.80000000001135e-05,1.79999999999625e-05,-0.0889070145792402,-0.791810129843411,-0.0237940039018125,0.603793099011812
0.709999872,-0.0001610000000003,-3.90000000001223e-05,8.99999999992573e-06,-0.0889280038782836,-0.791822034532548,-0.0237780010369942,0.603775026331535
0.714999808,-0.00015300000000007,-1.6000000000016e-05,2.99999999997524e-06,-0.08893799288296,-0.791828936635872,-0.023791998096105,0.603763951685301
0.72,-0.000143000000000448,5.99999999995049e-06,4.99999999992173e-06,-0.088916977950415,-0.791818803645193,-0.0238549940844513,0.603777850275489
0.724999936,-0.000134000000000079,2.3999999999802e-05,1.09999999999832e-05,-0.0888709550695227,-0.791810599684416,-0.0239229879052582,0.603792694740605
0.729999872,-0.000128000000000128,3.49999999997852e-05,1.29999999999297e-05,-0.0888440215346829,-0.791818191926855,-0.023937005802032,0.603786146350232
0.734999808,-0.000124000000000457,4.59999999999905e-05,1.1999999999901e-05,-0.0888620051187627,-0.791832045612299,-0.0238940013763781,0.603767034779095
0.74,-0.000119000000000646,5.89999999998092e-05,1.1999999999901e-05,-0.088893988321553,-0.791828895973485,-0.0238569968657875,0.603767920679995
0.744999936,-0.000113000000000696,6.99999999997925e-05,1.5999999999905e-05,-0.0889079666534729,-0.791825703011573,-0.0238639910493823,0.603769773545321
0.749999872,-0.000126000000000737,-3.6000000000147e-05,1.5999999999905e-05,-0.0888700200696077,-0.791801178813272,-0.0238990053971368,0.603806136358159
0.754999808,-0.000124000000000457,-4.90000000001878e-05,2.3999999999913e-05,-0.088859032931386,-0.791792293440258,-0.0238530088399865,0.603821223777697
0.76,-0.000122000000000178,-6.10000000000888e-05,2.89999999999457e-05,-0.0888799882374899,-0.791802895211624,-0.0237849968522579,0.603806920091292
0.76499968,-0.000118000000000507,-6.60000000001215e-05,3.1999999999921e-05,-0.0889310312449008,-0.791791278186809,-0.0237450083425373,0.603816212143919
0.769999872,-0.000112000000000556,-6.50000000002038e-05,3.39999999999785e-05,-0.0889860398369234,-0.791794354467409,-0.0237400106278355,0.603804270308741
0.774999808,-0.000106000000000606,-6.4000000000064e-05,3.69999999999537e-05,-0.0890149916739388,-0.791804925938134,-0.023744997779,0.603785943524583
0.78,-0.000100000000000655,-6.60000000001215e-05,4.29999999999042e-05,-0.0890179886651175,-0.791809899176873,-0.0237209969795462,0.603779923119198
0.78499968,-9.40000000007046e-05,-6.70000000000393e-05,4.89999999999657e-05,-0.0890129564311948,-0.791824612428869,-0.0236869884060272,0.603762704478756
0.789999872,-8.90000000000057e-05,-6.20000000000065e-05,5.5999999999945e-05,-0.0890060348256652,-0.791823309819143,-0.0236920092700454,0.603765236237081
0.794999808,-8.80000000007541e-05,-5.00000000001055e-05,6.3999999999953e-05,-0.0890050086988606,-0.791821077388241,-0.0237240023186537,0.603767059008874
0.8,-9.50000000008444e-05,-6.30000000001463e-05,7.1999999999961e-05,-0.0889830145457432,-0.791825129436893,-0.0237720038859267,0.603763098695049
0.80499968,-9.90000000005153e-05,-5.40000000002205e-05,8.19999999999155e-05,-0.088964946187834,-0.791832521044804,-0.023782985614402,0.603755634806741
0.809999872,-0.000102000000000046,-4.30000000000152e-05,9.39999999999275e-05,-0.0889459929800267,-0.791821937506248,-0.0237919981222404,0.603771952347904
0.814999808,-0.000103000000000186,-2.90000000000568e-05,0.000105999999999939,-0.0889239699562862,-0.79181573247837,-0.0238309919484982,0.603781796007222
0.819999744,-0.000103000000000186,-1.30000000000408e-05,0.00011899999999998,-0.0889039998135683,-0.791808998339576,-0.0238959999498902,0.60379099873385
0.82499968,-0.000103000000000186,1.99999999983547e-06,0.000128999999999935,-0.0888930074604349,-0.791807066453203,-0.0239490020099442,0.603793050673938
0.829999872,-0.000105000000000466,1.29999999998187e-05,0.000133999999999967,-0.0888930161719079,-0.791830144054108,-0.0239660043600277,0.603762109839734
0.835000064,-0.000107000000000745,1.9999999999909e-05,0.000134999999999996,-0.0888949983288188,-0.791844985113711,-0.023949999549752,0.603742988649933
0.839999744,-0.000106000000000606,2.29999999998842e-05,0.000141999999999975,-0.0888959685218988,-0.791849719605668,-0.0239209915295665,0.603737786216186
0.844999936,-0.000104000000000326,2.29999999998842e-05,0.00015199999999993,-0.0888839437455922,-0.79183249885135,-0.0239089848680683,0.60376261788027
0.849999872,-0.000109000000000137,-2.00000000005751e-06,0.000156999999999963,-0.088859009184512,-0.791821081843027,-0.0239140024717632,0.603781062407116
0.855000064,-0.000113000000000696,-5.00000000003276e-06,0.000154999999999905,-0.0888719677127755,-0.791837712325015,-0.023902991316033,0.603757780654537
0.859999744,-0.000118000000000507,-7.00000000009027e-06,0.000150999999999901,-0.0889109523098229,-0.791854575263969,-0.0238839871890744,0.603730676170121
0.864999936,-0.000122000000000178,-1.00000000000655e-05,0.000149999999999983,-0.0889589916696133,-0.791857925848052,-0.023839997767551,0.603720943465762
0.869999872,-0.000124000000000457,-1.50000000000983e-05,0.000155999999999934,-0.088985996041814,-0.79182596477879,-0.0237869989419303,0.603760973144108
0.874999808,-0.000125000000000597,-1.90000000002133e-05,0.000163999999999942,-0.0889879502771957,-0.791810557568848,-0.0237419867339549,0.603782662631097
0.879999744,-0.000126999999999988,-2.20000000001885e-05,0.000168999999999975,-0.0889720359065851,-0.791811319552546,-0.0237360095791789,0.603784243670162
0.884999936,-0.000130000000000408,-2.10000000000488e-05,0.000169999999999892,-0.0889650346195488,-0.791813308123519,-0.0237470092408299,0.603782234953752
0.889999872,-0.000133000000000827,-1.70000000001558e-05,0.000166999999999917,-0.0889869802197094,-0.791826823990378,-0.0237319947247814,0.603761865794016
0.894999808,-0.000138000000000638,-3.00000000001965e-05,0.000165999999999999,-0.0890019975749626,-0.791819978425281,-0.0237229993536195,0.603768983549107
0.899999744,-0.000136000000000358,-2.30000000001063e-05,0.000170999999999921,-0.0890030236649281,-0.791814210534717,-0.0237290063092826,0.603776160537461
0.904999936,-0.000133000000000827,-1.2000000000123e-05,0.000179999999999958,-0.0889809734399843,-0.791807763652544,-0.0237809929015887,0.603785819775394
0.909999872,-0.000132000000000687,9.99999999917733e-07,0.000185999999999908,-0.0889599748685881,-0.79180977631179,-0.0238429932642956,0.603783829429583
0.914999808,-0.000136000000000358,1.1999999999901e-05,0.000185999999999908,-0.0889449933979247,-0.791819941225979,-0.0238619982288075,0.603771955184123
0.919999744,-0.000143000000000448,1.9999999999909e-05,0.000185999999999908,-0.0889359746129629,-0.791830773969562,-0.0238429931939469,0.60375982765497
0.924999936,-0.000145999999999979,2.7999999999917e-05,0.00019199999999997,-0.0889119569588879,-0.791828616686153,-0.0238299884642153,0.603766707724457
0.929999872,-0.000144000000000588,3.79999999999825e-05,0.000202999999999953,-0.0888719799780781,-0.791810821613356,-0.02385699462527,0.603794863971372
0.934999808,-0.000141000000000169,4.89999999999657e-05,0.000212999999999908,-0.0888369935096139,-0.79181094215069,-0.0239049982535129,0.603797955886825
0.939999744,-0.000139000000000777,5.89999999998092e-05,0.000216999999999912,-0.0888239968175692,-0.791812971630529,-0.023935999142409,0.603795978366896
0.944999936,-0.000136000000000358,6.89999999998747e-05,0.000214999999999965,-0.0888510190706739,-0.791826169954816,-0.02392500513518,0.603775129592194
