#t,tx,ty,tz,qx,qy,qz,qw,pxx,pxy,pxz,pyy,pyz,pzz,qrr,qrp,qry,qpp,qpy,qyy
0.069999872,0.520077298809112,0.519667421357393,0.517227882129486,-0.0953971471579722,-0.760017649047943,0.0292780839190303,0.642195726591036,1.04410128142705,0,0,1.0441174635979,0,1.04411628099406,0.0304652363402662,0,0,0.0304652363403659,0,0.0304652363401413
0.074999808,0.521703423960093,0.521234117468617,0.518440006425113,-0.0953928953877702,-0.760066987665162,0.0291895529233624,0.642141993465058,1.05062663093798,0,0,1.05064795196248,0,1.05064639302553,0.030465718250453,0,0,0.0304657182505658,0,0.0304657182502763
0.079999744,0.523355199619721,0.5228214299594,0.51964862135019,-0.095391760183306,-0.76012082612976,0.0291126607576863,0.642081922153669,1.05760206592491,0,0,1.0576296612451,0,1.05762764228964,0.0304662314098999,0,0,0.0304662314100337,0,0.0304662314096556
0.084999936,0.525032730665017,0.524428817244511,0.520855547995049,-0.0953916432054087,-0.760176949964222,0.0290347708760792,0.64201901936768,1.06502799178279,0,0,1.06506315703984,0,1.06506058251131,0.0304667758457975,0,0,0.030466775845965,0,0.0304667758454655
0.089999872,0.526736084082472,0.526055379280243,0.522064057620509,-0.0953795919789399,-0.760226917544595,0.0289569169282701,0.641965158117311,1.07290366330546,0,0,1.07294787056907,0,1.0729446322674,0.0304673515053441,0,0,0.0304673515055577,0,0.0304673515049208
0.095000064,0.528465519665377,0.527702633034074,0.523274514275235,-0.0953613773489721,-0.760260431150959,0.0288902475494737,0.641931178657646,1.08122990124039,0,0,1.08128479634223,0,1.08128077333984,0.0304679584445699,0,0,0.0304679584448303,0,0.0304679584440671
0.099999744,0.5302207591667,0.529372583534228,0.524481207046766,-0.0953510525339785,-0.760304833791929,0.028830166924212,0.641882822615166,1.09000540649462,0,0,1.09007280432348,0,1.09006786151938,0.0304685965722599,0,0,0.0304685965725911,0,0.0304685965716776
0.104999936,0.532001132860258,0.531066040985935,0.525681134257859,-0.0953469088233296,-0.760360853805754,0.0287556931494745,0.641820418099263,1.09923199070678,0,0,1.0993139042711,0,1.09930789316428,0.0304692660131758,0,0,0.0304692660136081,0,0.0304692660124986
0.109999872,0.5338055746499,0.532782581205383,0.526877126293551,-0.0953428741424311,-0.760423383515709,0.0286640738819549,0.64175103040141,1.1089082891994,0,0,1.10900695149297,0,1.10899970712994,0.0304699666712738,0,0,0.0304699666718335,0,0.0304699666704773
0.114999808,0.535635780699385,0.534522044137341,0.528072455824224,-0.095342936005871,-0.760484286911597,0.0285687829956865,0.641683098228779,1.11903478374061,0,0,1.11915264801633,0,1.11914398642873,0.0304706985785418,0,0,0.0304706985792432,0,0.0304706985775875
0.119999744,0.537492539910087,0.536282429237091,0.529266529178389,-0.0953484724384559,-0.760536329078778,0.0284742761582867,0.641624794215663,1.1296114938719,0,0,1.12975123121187,0,1.12974095319241,0.0304714617350013,0,0,0.0304714617358245,0,0.0304714617338293
0.124999936,0.539374651436913,0.53806101637659,0.530458202826713,-0.0953431349394507,-0.760587213146746,0.0283735835479217,0.64156972931571,1.14063901459098,0,0,1.14080353108741,0,1.14079142243019,0.0304722561806199,0,0,0.0304722561815393,0,0.0304722561791953
0.129999872,0.541281770768756,0.539856694056704,0.531647878754879,-0.095325035569391,-0.76064234502674,0.0282776271787173,0.641511290896005,1.15211623908693,0,0,1.15230869097252,0,1.15229451725644,0.0304730818369493,0,0,0.0304730818379769,0,0.0304730818352766
0.134999808,0.543214689311217,0.541671103666898,0.532837184776205,-0.0953053210879035,-0.760686284398324,0.0282150994256726,0.641464870951639,1.1640437431215,0,0,1.16426755797,0,1.16425106435971,0.0304739387424577,0,0,0.0304739387436483,0,0.0304739387405725
0.139999744,0.545173073562082,0.543506577146582,0.534024794654158,-0.0952813800367316,-0.760725879746091,0.0281734765891629,0.641423299950752,1.17642154661905,0,0,1.1766804026994,0,1.17666131549125,0.0304748268971766,0,0,0.0304748268986312,0,0.0304748268951431
0.144999936,0.547156845152161,0.545364657502564,0.535206738841038,-0.0952636504534029,-0.760779318277515,0.0281040607266097,0.641365595861024,1.18925033876896,0,0,1.18954817188928,0,1.18952619545702,0.0304757463473957,0,0,0.0304757463492036,0,0.0304757463452508
0.149999872,0.549166556709485,0.547246147131177,0.536383000581632,-0.0952608999430807,-0.760837886369332,0.0280105229410284,0.641300617660432,1.20252883208173,0,0,1.2028698796475,0,1.20284469306685,0.0304766970018612,0,0,0.0304766970040489,0,0.0304766969995625
0.154999808,0.551202621622838,0.54915109642869,0.537556602833189,-0.0952715866608773,-0.760892544100465,0.0279209798763215,0.641238083702291,1.21625769847366,0,0,1.21664650760529,0,1.21661776704076,0.0304776789054067,0,0,0.0304776789079659,0,0.0304776789028458
0.159999744,0.553263649370508,0.551077860879386,0.538728527088159,-0.0952915784657047,-0.760954099359408,0.0278373235314968,0.641165701796524,1.23043696128108,0,0,1.23087838597246,0,1.23084572733574,0.030478692058001,0,0,0.0304786920609571,0,0.0304786920549974
0.164999936,0.555349758484863,0.553024454138094,0.539899338431358,-0.0953028802845041,-0.761005962849402,0.0277535615758794,0.641106095226824,1.24506741460168,0,0,1.24556663177475,0,1.2455296638093,0.0304797365124584,0,0,0.0304797365158085,0,0.030479736508883
0.169999872,0.557461776200935,0.55498872856792,0.541067827305956,-0.0952958939865332,-0.761054888991932,0.0276695672157017,0.641052683935479,1.26014758745848,0,0,1.26071006835812,0,1.2606683782192,0.0304808121647435,0,0,0.0304808121684964,0,0.0304808121605396
0.174999808,0.559599174326569,0.556970136952899,0.542235918762634,-0.0952672673264223,-0.761119567019013,0.0275870682168044,0.640983701933323,1.27567824560243,0,0,1.27630986172834,0,1.27626300899625,0.0304819190658383,0,0,0.0304819190701912,0,0.0304819190610973
0.179999744,0.561762129884348,0.558970763898868,0.543407419321502,-0.0952189195440534,-0.761161078114323,0.0275108649060892,0.640944867236507,1.29165942046966,0,0,1.29236641028541,0,1.29231392724769,0.0304830572158494,0,0,0.0304830572209225,0,0.0304830572108296
0.184999936,0.563950979728642,0.560995044661598,0.544576310341865,-0.0951665353964411,-0.761194452907015,0.0274400308725697,0.640916047630219,1.30809198170722,0,0,1.30888084880141,0,1.30882224619076,0.0304842266740204,0,0,0.0304842266799024,0,0.0304842266690319
0.189999872,0.566165340660438,0.563047342072454,0.545736339301798,-0.0951210139074278,-0.761250175776234,0.0273400968166309,0.64086089106758,1.32497427196782,0,0,1.32585188585666,0,1.3257866398561,0.0304854273232532,0,0,0.0304854273300639,0,0.0304854273185753
0.194999808,0.568404421721071,0.565130134312787,0.546890298276544,-0.0950877617382957,-0.761311539676808,0.0271907456738671,0.640799282515383,1.34230714408253,0,0,1.34328080526322,0,1.34320836830457,0.0304866592209184,0,0,0.0304866592285551,0,0.0304866592167643
0.199999744,0.570666241058907,0.567242411051882,0.548042158597283,-0.0950725976430137,-0.761374083579296,0.0270077099364971,0.640734960522042,1.36009062702616,0,0,1.36116805139173,0,1.3610878519383,0.0304879223668908,0,0,0.0304879223749713,0,0.0304879223632972
0.204999936,0.572951845636122,0.569381908202456,0.549194474657314,-0.0950766976437307,-0.761441901278991,0.0268158028343314,0.640661818169421,1.37832571168234,0,0,1.37951503430625,0,1.3794264570873,0.0304892168266711,0,0,0.0304892168346678,0,0.0304892168234658
0.209999872,0.575262801199558,0.571543262726881,0.550349856416736,-0.095088429618764,-0.761500942032407,0.0266288928235981,0.640597695830529,1.39701057877398,0,0,1.39832035433818,0,1.39822275580983,0.030490542470723,0,0,0.030490542477936,0,0.0304905424676149
0.214999808,0.577598504762205,0.573715301703769,0.551510695748225,-0.0950754821491632,-0.761549032171117,0.0264336191107218,0.640550535144611,1.41614619620455,0,0,1.41758538707667,0,1.41747811064501,0.0304918993628884,0,0,0.0304918993684998,0,0.0304918993598552
0.22,0.579957723393993,0.575885292354467,0.552676454821554,-0.0950220275491788,-0.761584438886098,0.0262758811239288,0.640522860480523,1.4357336245223,0,0,1.43731157495806,0,1.43719394931467,0.0304932875735814,0,0,0.0304932875770391,0,0.0304932875711208
0.224999936,0.582338629060603,0.578046847413956,0.553842774774725,-0.0949475198806975,-0.761599844078184,0.0262460125580829,0.640516816948151,1.45577089749932,0,0,1.4574973035674,0,1.45736863800877,0.0304947069643297,0,0,0.0304947069659512,0,0.0304947069633501
0.229999872,0.584741635946264,0.580206136599891,0.555004227535406,-0.0948628285736931,-0.761613276618303,0.0263233035708608,0.640510221872256,1.4762590456077,0,0,1.47814402640589,0,1.47800357523611,0.0304961576044594,0,0,0.0304961576053974,0,0.0304961576060388
0.234999808,0.587170504716681,0.582379732066461,0.556156818648332,-0.0947937432042636,-0.761645513959162,0.0264083180710841,0.640478616389232,1.49719810035138,0,0,1.49925223491974,0,1.49909917835585,0.0304976394938685,0,0,0.0304976394953918,0,0.0304976394988629
0.24,0.589629556942961,0.584585552264065,0.557299568798716,-0.0947939202310662,-0.7616987746959,0.0264372461039018,0.640414054602515,1.51858920449557,0,0,1.52082359527432,0,1.52065703603317,0.0304991527092548,0,0,0.0304991527121101,0,0.0304991527176204
0.244999936,0.592120693378878,0.586831225934534,0.558435919764469,-0.0948861976239906,-0.76176316409972,0.0264049640175684,0.640325127725341,1.5404302231447,0,0,1.5428565124033,0,1.54267549420231,0.03050069709871,0,0,0.0305006971029842,0,0.0305006971092614
0.249999872,0.594641713422964,0.589110882573018,0.5595697081477,-0.0950283154674126,-0.761830493030696,0.0263229988342473,0.640227318130369,1.56272227959797,0,0,1.56535258833332,0,1.56515614193069,0.0305022727373807,0,0,0.0305022727426171,0,0.0305022727481835
0.254999808,0.597188218430183,0.59141252165001,0.560704736477055,-0.0951643562667377,-0.761885857359873,0.0262117182189924,0.640145789238168,1.58546542476047,0,0,1.58831243724205,0,1.58809958253666,0.0305038796251888,0,0,0.0305038796304928,0,0.0305038796342421
0.26,0.599754683490103,0.593725438265269,0.561842015383356,-0.0952474292749397,-0.761940219178633,0.0261282144344597,0.640072141266123,1.6086608708314,0,0,1.61173770857389,0,1.6115074833494,0.0305055178451728,0,0,0.030505517850106,0,0.0305055178509513
0.26499968,0.602338066514382,0.596044525536529,0.562981759221939,-0.095253134603902,-0.761975710235112,0.026108012566459,0.640029865740386,1.63230508163329,0,0,1.63562545452294,0,1.63537685769741,0.0305071871477723,0,0,0.0305071871528033,0,0.0305071871501773
0.269999872,0.60494137625343,0.598377270931546,0.564123964066981,-0.0951951082882532,-0.761988513635246,0.0261126669241805,0.640023066046875,1.65640292096544,0,0,1.65998109293812,0,1.65971307712586,0.030508887869172,0,0,0.0305088878749975,0,0.0305088878690237
0.274999808,0.60756671727441,0.600736064072868,0.565264216542259,-0.0951030484139753,-0.762035844485893,0.0260770377799855,0.639981851306474,1.6809507438369,0,0,1.68480148083054,0,1.68451292854716,0.0305106197539049,0,0,0.0305106197615533,0,0.0305106197524414
0.28,0.610217015759625,0.603126067099794,0.566401072158442,-0.0950054750244169,-0.762074119528055,0.0259762916727906,0.639954864292674,1.7059511178849,0,0,1.71008974285977,0,1.70977948872399,0.0305123829759643,0,0,0.0305123829858149,0,0.0305123829747298
0.28499968,0.612893513657147,0.605546045220961,0.567532218754984,-0.0949196040377706,-0.762123684365806,0.0258531852592543,0.639913565499242,1.73140020930216,0,0,1.73584246610798,0,1.73550929812994,0.0305141772663792,0,0,0.0305141772784615,0,0.0305141772663747
0.289999872,0.615597559865984,0.607997631973577,0.568660450428914,-0.0948594774841642,-0.762165006297502,0.0257093509362159,0.63987906043361,1.75730329219681,0,0,1.76206576815052,0,1.7617084101485,0.0305160029865703,0,0,0.0305160030006369,0,0.0305160029890502
0.294999808,0.618326804161553,0.610479590139208,0.569784850489632,-0.0948321819464656,-0.762205601158977,0.025523500843372,0.639842191273639,1.78365642938452,0,0,1.78875598862124,0,1.78837316970617,0.0305178598631084,0,0,0.0305178598778441,0,0.0305178598682002
0.3,0.621078776634279,0.61298524879757,0.57090128803552,-0.0948392701294062,-0.762278879836893,0.0253134357519128,0.639762184070273,1.81046238870962,0,0,1.81591649427899,0,1.81550688794529,0.0305197480823138,0,0,0.030519748096525,0,0.0305197480897725
0.30499968,0.6238517691585,0.615504487194339,0.572010474014415,-0.0948767365887323,-0.762348993177107,0.025141659676684,0.63967985305528,1.83771708840747,0,0,1.84354366463032,0,1.84310591900104,0.030521667356938,0,0,0.0305216673692797,0,0.0305216673653938
0.309999872,0.626647009909952,0.618032483461037,0.573116518478851,-0.094900590311894,-0.762419026634215,0.0250501552282774,0.639596431750232,1.86542621454086,0,0,1.87164405903308,0,1.87117672903882,0.0305236180744138,0,0,0.0305236180850018,0,0.0305236180830864
0.314999808,0.629465450642358,0.620568047221491,0.574226426196201,-0.0948689115901647,-0.762453925528193,0.0249860828713461,0.639562035085802,1.89358560358428,0,0,1.90021425769889,0,1.89971588257189,0.0305255999422571,0,0,0.0305255999514818,0,0.0305255999519152
0.319999744,0.632305113443248,0.62311179708632,0.575338810434315,-0.0947919399953531,-0.76250031042005,0.024909234320931,0.639521144894202,1.9221966566549,0,0,1.92925611075825,0,1.92872522397032,0.0305276130572789,0,0,0.0305276130657839,0,0.0305276130694029
0.32499968,0.635164871214357,0.625666365118367,0.576449531190331,-0.0947001902402402,-0.762562593034217,0.0248271533829103,0.639463664431604,1.95125942500241,0,0,1.95877035062614,0,1.95820541421721,0.0305296574185858,0,0,0.0305296574275358,0,0.0305296574354018
0.329999872,0.638046731037323,0.628237803625411,0.577555361812992,-0.0946512486303953,-0.762602636337584,0.0247951472925135,0.639424398075657,1.98077548910541,0,0,1.98875905913707,0,1.98815846357459,0.0305317331335625,0,0,0.0305317331435593,0,0.0305317331560221
0.335000064,0.640954162376973,0.63083542316952,0.578655518775674,-0.0946865869336262,-0.762643209879803,0.0248231531831643,0.639369686288876,2.01074348647891,0,0,2.01922171926228,0,2.01858370790546,0.0305338401014753,0,0,0.0305338401131919,0,0.0305338401284511
0.339999744,0.643888800903785,0.633462643163089,0.579755030650808,-0.0947657198470848,-0.762684063499249,0.0248164834832886,0.639309486691431,2.04116035130266,0,0,2.05015599000487,0,2.04947875833968,0.0305359781045536,0,0,0.0305359781182741,0,0.0305359781343162
0.344999936,0.646848812034456,0.636113769757163,0.580854377645368,-0.0948309295778768,-0.762729515117944,0.0247342720511559,0.639248775790334,2.07203233909043,0,0,2.08156873996524,0,2.08085048331779,0.0305381475738154,0,0,0.0305381475888884,0,0.0305381476045637
0.349999872,0.649831932334179,0.638782571853588,0.58195157221961,-0.0948818983008151,-0.762778012487141,0.0246380673063189,0.639187057660284,2.1033548062373,0,0,2.11345592188327,0,2.11269479224572,0.0305403481824872,0,0,0.0305403481980962,0,0.0305403482126047
0.355000064,0.652838542868004,0.641467561884157,0.583047278861479,-0.0949388385005099,-0.762824534888604,0.0245972216826414,0.63912465341407,2.13513104133988,0,0,2.14582160316662,0,2.14501568348658,0.0305425801537929,0,0,0.0305425801696796,0,0.0305425801811868
0.359999744,0.655869587410665,0.644167658663027,0.584145330610506,-0.0949752902586756,-0.762853411245698,0.0245872777148921,0.639085153141311,2.16735623902983,0,0,2.17866184300715,0,2.17780914495624,0.0305448431470409,0,0,0.0305448431638727,0,0.030544843171046
0.364999936,0.658925032868843,0.64688501768084,0.585246714402352,-0.0949622985655006,-0.76287024769789,0.0245521417804117,0.639068337005137,2.20003697824393,0,0,2.21198395184832,0,2.21108249374705,0.0305471376195869,0,0,0.0305471376375767,0,0.030547137640392
0.369999872,0.662003453249043,0.649624051334598,0.586346751946583,-0.0949143199088213,-0.762922957931468,0.0244807808604215,0.639015276426009,2.23316831397775,0,0,2.24578354919005,0,2.24483124906771,0.0305494632239212,0,0,0.0305494632439209,0,0.0305494632424008
0.374999808,0.665106800110816,0.652388513047434,0.587440732737253,-0.0948609537094199,-0.762966214935352,0.0243835374903831,0.638975271374422,2.26675195606868,0,0,2.28006288516476,0,2.27905760612911,0.030551820074858,0,0,0.0305518200972346,0,0.0305518200927061
0.379999744,0.668236634220684,0.655179966292893,0.588525592850373,-0.0948285691879048,-0.763020057263655,0.0242936140532496,0.638919208503998,2.30078798825269,0,0,2.31482277996822,0,2.31376228211522,0.0305542081729745,0,0,0.0305542081975372,0,0.0305542081900211
0.384999936,0.67139400123873,0.657999162173045,0.589607383565568,-0.0948075730626353,-0.763081600629145,0.0241976454676185,0.638852462486495,2.33527829080031,0,0,2.35006637161873,0,2.34894831609261,0.0305566276403458,0,0,0.0305566276678902,0,0.0305566276576241
0.389999872,0.674574974180896,0.660843166652973,0.59068991851634,-0.094779229844282,-0.763145741528851,0.0240671100458492,0.638784978682613,2.37021930993722,0,0,2.38579064890707,0,2.38461274675598,0.0305590782320489,0,0,0.0305590782622407,0,0.0305590782495315
0.394999808,0.677776993268911,0.663708679327733,0.591770367232928,-0.0947384352475771,-0.763218831939611,0.0238964836393504,0.638710107583442,2.40561287354649,0,0,2.42199815592401,0,2.42075803866965,0.0305615600677953,0,0,0.0305615601006409,0,0.0305615600870708
0.399999744,0.681001838343677,0.666594389635578,0.592847856749835,-0.0947102798043224,-0.763279587421828,0.0237298974793982,0.638647889129972,2.44145907277339,0,0,2.45868975333145,0,2.45738497876895,0.0305640731489386,0,0,0.0305640731827786,0,0.0305640731698144
0.404999936,0.684249344277239,0.669498635094706,0.593925664949978,-0.0947002820281069,-0.76334273376601,0.0235977213265794,0.638578793054251,2.47775986666691,0,0,2.49586851474403,0,2.49449658120853,0.0305666176050327,0,0,0.0305666176394926,0,0.0305666176276271
0.409999872,0.687515515498672,0.672418056743074,0.595006030832129,-0.0946777513013856,-0.763386294637471,0.0234730865811419,0.638534652759379,2.51451154443752,0,0,2.533531400075,0,2.53208985562468,0.0305691931790716,0,0,0.0305691932134176,0,0.0305691932039451
0.414999808,0.69079723103557,0.675350829743043,0.596083751294973,-0.0946415330117354,-0.763435024601856,0.0233640419501953,0.638485759421541,2.55171597531014,0,0,2.57168075042998,0,2.57016711785353,0.030571799998952,0,0,0.0305718000328793,0,0.0305718000267556
0.419999744,0.694095683955887,0.678296743681882,0.597157756385005,-0.0946040670643378,-0.763487564287807,0.0232787283249393,0.638431602037628,2.58937330441996,0,0,2.61031782454565,0,2.60872948577783,0.0305744380645537,0,0,0.0305744380986008,0,0.0305744380965034
0.424999936,0.697416298491555,0.681257311703829,0.598233922082856,-0.0945781271880401,-0.763527721851762,0.0232206052839264,0.638389535716015,2.62748567545872,0,0,2.64944589166266,0,2.64778005717722,0.0305771075131106,0,0,0.0305771075476718,0,0.0305771075499318
0.429999872,0.700762023637984,0.684234941618335,0.599311853181219,-0.0945634155857067,-0.763550953854694,0.0231690877880358,0.638365800048391,2.66604923401518,0,0,2.68906162102961,0,2.6873154639154,0.0305798080750058,0,0,0.0305798081101248,0,0.0305798081175966
0.434999808,0.704132068238366,0.687233176436986,0.600384572136109,-0.0945721182730358,-0.763589524899676,0.0231197503024352,0.638320161873954,2.70506593758271,0,0,2.72916749247331,0,2.7273381207719,0.0305825398852475,0,0,0.0305825399201973,0,0.0305825399320624
0.439999744,0.707525283404587,0.690252602797134,0.601449151165678,-0.0946109645057001,-0.763647389539749,0.0230744857604576,0.63824681585678,2.74453589754153,0,0,2.76976455339676,0,2.7678489647074,0.0305853029428766,0,0,0.0305853029781729,0,0.0305853029922776
0.444999936,0.710943069069661,0.693290238569268,0.602510796348086,-0.0946583836586782,-0.763687047115827,0.0230183875058708,0.638194357783947,2.78446133133408,0,0,2.81085628996242,0,2.80885138091144,0.0305880973910415,0,0,0.0305880974262351,0,0.0305880974410173
0.449999616,0.714386382275344,0.696343874582472,0.60357265896757,-0.0946941496723796,-0.763735383633809,0.0229676326778612,0.638133034447143,2.824836151307,0,0,2.85243727653096,0,2.85033986769405,0.0305909228023711,0,0,0.0305909228374287,0,0.0305909228503064
0.454999808,0.717855089234405,0.699414715018262,0.604634770550959,-0.0947202021428741,-0.763791674504943,0.0229443976871304,0.638062626924444,2.86566868993631,0,0,2.89451706848228,0,2.89232389558021,0.0305937797491525,0,0,0.0305937797855136,0,0.0305937797935997
0.46,0.721347671513745,0.702503834401807,0.605696740376494,-0.0947310510295786,-0.76382551411363,0.0229247603490836,0.638021212282802,2.90695488220153,0,0,2.93709237559267,0,2.93480015994336,0.0305966679469783,0,0,0.0305966679861946,0,0.0305966679879878
0.464999936,0.724864073093113,0.705614251461156,0.606756395363166,-0.0947233684123564,-0.763874997914934,0.0228771197738278,0.63796481754712,2.94869262249635,0,0,2.98016183205084,0,2.97776719394687,0.0305995872461612,0,0,0.0305995872890136,0,0.03059958728302
0.469999872,0.728405487756571,0.708747567543993,0.60781360941781,-0.0947118788246114,-0.763921026865504,0.0228118290797115,0.637913744307414,2.99088412447097,0,0,3.02372877240753,0,3.02122823355864,0.0306025377910803,0,0,0.0306025378387908,0,0.0306025378251085
0.474999808,0.731971271887262,0.711901881915254,0.608868250402511,-0.0946974308934102,-0.763968189401366,0.0227556788060828,0.637861412257444,3.03352943280173,0,0,3.06779400200151,0,3.06518406225908,0.0306055195830556,0,0,0.0306055196358722,0,0.0306055196130243
0.48,0.735560996456466,0.715077157273288,0.609922784488437,-0.0946753056396349,-0.76402733507395,0.0227100110684873,0.637795479098989,3.07663089993729,0,0,3.11236140003847,0,3.10963839692288,0.0306085327736781,0,0,0.0306085328343186,0,0.0306085328011345
0.484999936,0.739173107929216,0.718276177394941,0.610978296582454,-0.0946428938966362,-0.764060528580165,0.022630237497593,0.637763360229695,3.12018404889599,0,0,3.1574271095972,0,3.15458745684245,0.0306115770579636,0,0,0.0306115771269118,0,0.0306115770850315
0.489999872,0.742806596292836,0.721502653174472,0.612029688601043,-0.0946162632582435,-0.76411737549898,0.0225022888362117,0.637703729160125,3.16419112995919,0,0,3.20299412160623,0,3.20003408795801,0.0306146525867217,0,0,0.0306146526626939,0,0.0306146526131541
0.494999808,0.746462009591443,0.724755134221445,0.613076794352805,-0.0946114011065984,-0.76418136527286,0.0223598609926146,0.637632778616929,3.20865228333768,0,0,3.24906375396293,0,3.24597951288152,0.0306177593587157,0,0,0.0306177594407659,0,0.0306177593848119
0.5,0.750138925681523,0.728026925357846,0.614121952154533,-0.0946108414850278,-0.764247798953631,0.0222330201812357,0.637557670553533,3.25356994861746,0,0,3.29563939446734,0,3.29242705715055,0.0306208975349459,0,0,0.0306208976220856,0,0.0306208975584946
0.50499968,0.753837412791039,0.73131240586563,0.615168400679006,-0.0945798386283259,-0.764291975179578,0.0221117153336986,0.637513531500423,3.29893734073071,0,0,3.34271545664355,0,3.33937107794984,0.0306240666338169,0,0,0.0306240667272463,0,0.0306240666583904
0.509999872,0.757560030210984,0.73461315115275,0.616216196008349,-0.0945347253105356,-0.764331013929853,0.0220163893065241,0.637476717580594,3.34476381164036,0,0,3.39030223421181,0,3.38682175058784,0.0306272673020489,0,0,0.0306272673999101,0,0.0306272673265772
0.514999808,0.761308796877241,0.737931666324183,0.617262149176115,-0.0944922028816827,-0.764389140275529,0.0219117839177296,0.637416927566995,3.39104252591163,0,0,3.43839370572019,0,3.43477285074917,0.0306304990503846,0,0,0.0306304991547416,0,0.0306304990791811
0.52,0.765082776788413,0.741266402698922,0.618304316878104,-0.0944593764586659,-0.764419334347239,0.0217761144588655,0.637390232364944,3.43777816724687,0,0,3.48699536883336,0,3.48323002469983,0.030633762209689,0,0,0.0306337623175224,0,0.0306337622439329
0.52499968,0.768879041368317,0.744614315846975,0.619339581884779,-0.0944582911296548,-0.764457710940047,0.021698876836708,0.637346999808734,3.48496370470184,0,0,3.53610083634858,0,3.5321867288015,0.0306370562834515,0,0,0.0306370563925479,0,0.0306370563204161
0.529999872,0.772700299907822,0.747976966624277,0.620371448494133,-0.0944737213829501,-0.764491559461866,0.0216819645972047,0.637304686857728,3.53260901909459,0,0,3.58572195640277,0,3.58165459922438,0.0306403819409713,0,0,0.0306403820527158,0,0.0306403819800704
0.534999808,0.776545184826118,0.751354881803309,0.621400916610976,-0.0944816009038036,-0.764539949368524,0.0216497127590215,0.637246563621712,3.58070680890023,0,0,3.63585186591944,0,3.63162677625039,0.0306437386773076,0,0,0.0306437387930253,0,0.0306437387167882
